Model,Product,Month,Payment_SAR,Principal_SAR,Interest_SAR,Balance_SAR
BYD Atto 3 (Long Range),Loan (60m),25,1885.16,1623.56,261.6,61285.41
BYD Atto 3 (Long Range),Loan (60m),26,1885.16,1630.31,254.85,59655.1
BYD Atto 3 (Long Range),Loan (60m),27,1885.16,1637.09,248.07,58018.01
BYD Atto 3 (Long Range),Loan (60m),28,1885.16,1643.9,241.26,56374.12
BYD Atto 3 (Long Range),Loan (60m),29,1885.16,1650.73,234.42,54723.38
BYD Atto 3 (Long Range),Loan (60m),30,1885.16,1657.6,227.56,53065.78
BYD Atto 3 (Long Range),Loan (60m),31,1885.16,1664.49,220.67,51401.29
BYD Atto 3 (Long Range),Loan (60m),32,1885.16,1671.41,213.74,49729.88
BYD Atto 3 (Long Range),Loan (60m),33,1885.16,1678.36,206.79,48051.52
BYD Atto 3 (Long Range),Loan (60m),34,1885.16,1685.34,199.81,46366.18
BYD Atto 3 (Long Range),Loan (60m),35,1885.16,1692.35,192.81,44673.83
BYD Atto 3 (Long Range),Loan (60m),36,1885.16,1699.39,185.77,42974.44
BYD Atto 3 (Long Range),Loan (60m),37,1885.16,1706.45,178.7,41267.99
BYD Atto 3 (Long Range),Loan (60m),38,1885.16,1713.55,171.61,39554.44
BYD Atto 3 (Long Range),Loan (60m),39,1885.16,1720.68,164.48,37833.76
BYD Atto 3 (Long Range),Loan (60m),40,1885.16,1727.83,157.33,36105.93
BYD Atto 3 (Long Range),Loan (60m),41,1885.16,1735.02,150.14,34370.91
BYD Atto 3 (Long Range),Loan (60m),42,1885.16,1742.23,142.93,32628.68
BYD Atto 3 (Long Range),Loan (60m),43,1885.16,1749.47,135.68,30879.21
BYD Atto 3 (Long Range),Loan (60m),44,1885.16,1756.75,128.41,29122.46
BYD Atto 3 (Long Range),Loan (60m),45,1885.16,1764.06,121.1,27358.4
BYD Atto 3 (Long Range),Loan (60m),46,1885.16,1771.39,113.77,25587.01
BYD Atto 3 (Long Range),Loan (60m),47,1885.16,1778.76,106.4,23808.26
BYD Atto 3 (Long Range),Loan (60m),48,1885.16,1786.15,99.0,22022.1
BYD Atto 3 (Long Range),Loan (60m),49,1885.16,1793.58,91.58,20228.52
BYD Atto 3 (Long Range),Loan (60m),50,1885.16,1801.04,84.12,18427.48
BYD Atto 3 (Long Range),Loan (60m),51,1885.16,1808.53,76.63,16618.96
BYD Atto 3 (Long Range),Loan (60m),52,1885.16,1816.05,69.11,14802.91
BYD Atto 3 (Long Range),Loan (60m),53,1885.16,1823.6,61.56,12979.31
BYD Atto 3 (Long Range),Loan (60m),54,1885.16,1831.18,53.97,11148.12
BYD Atto 3 (Long Range),Loan (60m),55,1885.16,1838.8,46.36,9309.32
BYD Atto 3 (Long Range),Loan (60m),56,1885.16,1846.44,38.71,7462.88
BYD Atto 3 (Long Range),Loan (60m),57,1885.16,1854.12,31.03,5608.76
BYD Atto 3 (Long Range),Loan (60m),58,1885.16,1861.83,23.32,3746.92
BYD Atto 3 (Long Range),Loan (60m),59,1885.16,1869.57,15.58,1877.35
BYD Atto 3 (Long Range),Loan (60m),60,1885.16,1877.35,7.81,0.0
BYD Atto 3 (Long Range),Auto Flex (48m),1,1711.53,1296.03,415.5,98623.97
BYD Atto 3 (Long Range),Auto Flex (48m),2,1711.53,1301.42,410.11,97322.55
BYD Atto 3 (Long Range),Auto Flex (48m),3,1711.53,1306.83,404.7,96015.72
BYD Atto 3 (Long Range),Auto Flex (48m),4,1711.53,1312.26,399.27,94703.46
BYD Atto 3 (Long Range),Auto Flex (48m),5,1711.53,1317.72,393.81,93385.73
BYD Atto 3 (Long Range),Auto Flex (48m),6,1711.53,1323.2,388.33,92062.53
BYD Atto 3 (Long Range),Auto Flex (48m),7,1711.53,1328.7,382.83,90733.83
BYD Atto 3 (Long Range),Auto Flex (48m),8,1711.53,1334.23,377.3,89399.6
BYD Atto 3 (Long Range),Auto Flex (48m),9,1711.53,1339.78,371.75,88059.83
BYD Atto 3 (Long Range),Auto Flex (48m),10,1711.53,1345.35,366.18,86714.48
BYD Atto 3 (Long Range),Auto Flex (48m),11,1711.53,1350.94,360.59,85363.53
BYD Atto 3 (Long Range),Auto Flex (48m),12,1711.53,1356.56,354.97,84006.97
BYD Atto 3 (Long Range),Auto Flex (48m),13,1711.53,1362.2,349.33,82644.77
BYD Atto 3 (Long Range),Auto Flex (48m),14,1711.53,1367.87,343.66,81276.91
BYD Atto 3 (Long Range),Auto Flex (48m),15,1711.53,1373.55,337.98,79903.35
BYD Atto 3 (Long Range),Auto Flex (48m),16,1711.53,1379.27,332.26,78524.09
BYD Atto 3 (Long Range),Auto Flex (48m),17,1711.53,1385.0,326.53,77139.09
BYD Atto 3 (Long Range),Auto Flex (48m),18,1711.53,1390.76,320.77,75748.33
BYD Atto 3 (Long Range),Auto Flex (48m),19,1711.53,1396.54,314.99,74351.78
BYD Atto 3 (Long Range),Auto Flex (48m),20,1711.53,1402.35,309.18,72949.43
BYD Atto 3 (Long Range),Auto Flex (48m),21,1711.53,1408.18,303.35,71541.25
BYD Atto 3 (Long Range),Auto Flex (48m),22,1711.53,1414.04,297.49,70127.21
BYD Atto 3 (Long Range),Auto Flex (48m),23,1711.53,1419.92,291.61,68707.3
BYD Atto 3 (Long Range),Auto Flex (48m),24,1711.53,1425.82,285.71,67281.47
BYD Atto 3 (Long Range),Auto Flex (48m),25,1711.53,1431.75,279.78,65849.72
BYD Atto 3 (Long Range),Auto Flex (48m),26,1711.53,1437.71,273.83,64412.02
BYD Atto 3 (Long Range),Auto Flex (48m),27,1711.53,1443.68,267.85,62968.33
BYD Atto 3 (Long Range),Auto Flex (48m),28,1711.53,1449.69,261.84,61518.65
BYD Atto 3 (Long Range),Auto Flex (48m),29,1711.53,1455.72,255.82,60062.93
BYD Atto 3 (Long Range),Auto Flex (48m),30,1711.53,1461.77,249.76,58601.16
BYD Atto 3 (Long Range),Auto Flex (48m),31,1711.53,1467.85,243.68,57133.32
BYD Atto 3 (Long Range),Auto Flex (48m),32,1711.53,1473.95,237.58,55659.37
BYD Atto 3 (Long Range),Auto Flex (48m),33,1711.53,1480.08,231.45,54179.29
BYD Atto 3 (Long Range),Auto Flex (48m),34,1711.53,1486.23,225.3,52693.05
BYD Atto 3 (Long Range),Auto Flex (48m),35,1711.53,1492.41,219.12,51200.64
BYD Atto 3 (Long Range),Auto Flex (48m),36,1711.53,1498.62,212.91,49702.02
BYD Atto 3 (Long Range),Auto Flex (48m),37,1711.53,1504.85,206.68,48197.16
BYD Atto 3 (Long Range),Auto Flex (48m),38,1711.53,1511.11,200.42,46686.05
BYD Atto 3 (Long Range),Auto Flex (48m),39,1711.53,1517.39,194.14,45168.66
BYD Atto 3 (Long Range),Auto Flex (48m),40,1711.53,1523.7,187.83,43644.96
BYD Atto 3 (Long Range),Auto Flex (48m),41,1711.53,1530.04,181.49,42114.92
BYD Atto 3 (Long Range),Auto Flex (48m),42,1711.53,1536.4,175.13,40578.51
BYD Atto 3 (Long Range),Auto Flex (48m),43,1711.53,1542.79,168.74,39035.72
BYD Atto 3 (Long Range),Auto Flex (48m),44,1711.53,1549.21,162.32,37486.52
BYD Atto 3 (Long Range),Auto Flex (48m),45,1711.53,1555.65,155.88,35930.87
BYD Atto 3 (Long Range),Auto Flex (48m),46,1711.53,1562.12,149.41,34368.75
BYD Atto 3 (Long Range),Auto Flex (48m),47,1711.53,1568.61,142.92,32800.14
BYD Atto 3 (Long Range),Auto Flex (48m),48,32936.53,1575.14,136.39,31225.0
BYD Seal (Dynamic RWD),Loan (60m),1,2488.89,1940.32,548.57,129979.68
BYD Seal (Dynamic RWD),Loan (60m),2,2488.89,1948.39,540.5,128031.29
BYD Seal (Dynamic RWD),Loan (60m),3,2488.89,1956.49,532.4,126074.8
BYD Seal (Dynamic RWD),Loan (60m),4,2488.89,1964.63,524.26,124110.17
BYD Seal (Dynamic RWD),Loan (60m),5,2488.89,1972.8,516.09,122137.37
BYD Seal (Dynamic RWD),Loan (60m),6,2488.89,1981.0,507.89,120156.37
BYD Seal (Dynamic RWD),Loan (60m),7,2488.89,1989.24,499.65,118167.13
BYD Seal (Dynamic RWD),Loan (60m),8,2488.89,1997.51,491.38,116169.62
BYD Seal (Dynamic RWD),Loan (60m),9,2488.89,2005.82,483.07,114163.8
BYD Seal (Dynamic RWD),Loan (60m),10,2488.89,2014.16,474.73,112149.65
BYD Seal (Dynamic RWD),Loan (60m),11,2488.89,2022.53,466.36,110127.11
BYD Seal (Dynamic RWD),Loan (60m),12,2488.89,2030.94,457.95,108096.17
BYD Seal (Dynamic RWD),Loan (60m),13,2488.89,2039.39,449.5,106056.78
BYD Seal (Dynamic RWD),Loan (60m),14,2488.89,2047.87,441.02,104008.91
BYD Seal (Dynamic RWD),Loan (60m),15,2488.89,2056.39,432.5,101952.53
BYD Seal (Dynamic RWD),Loan (60m),16,2488.89,2064.94,423.95,99887.59
BYD Seal (Dynamic RWD),Loan (60m),17,2488.89,2073.52,415.37,97814.07
BYD Seal (Dynamic RWD),Loan (60m),18,2488.89,2082.15,406.74,95731.92
BYD Seal (Dynamic RWD),Loan (60m),19,2488.89,2090.8,398.09,93641.12
BYD Seal (Dynamic RWD),Loan (60m),20,2488.89,2099.5,389.39,91541.62
BYD Seal (Dynamic RWD),Loan (60m),21,2488.89,2108.23,380.66,89433.39
BYD Seal (Dynamic RWD),Loan (60m),22,2488.89,2116.99,371.89,87316.4
BYD Seal (Dynamic RWD),Loan (60m),23,2488.89,2125.8,363.09,85190.6
BYD Seal (Dynamic RWD),Loan (60m),24,2488.89,2134.64,354.25,83055.96
BYD Seal (Dynamic RWD),Loan (60m),25,2488.89,2143.51,345.37,80912.45
BYD Seal (Dynamic RWD),Loan (60m),26,2488.89,2152.43,336.46,78760.02
BYD Seal (Dynamic RWD),Loan (60m),27,2488.89,2161.38,327.51,76598.64
BYD Seal (Dynamic RWD),Loan (60m),28,2488.89,2170.37,318.52,74428.28
BYD Seal (Dynamic RWD),Loan (60m),29,2488.89,2179.39,309.5,72248.88
BYD Seal (Dynamic RWD),Loan (60m),30,2488.89,2188.45,300.43,70060.43
BYD Seal (Dynamic RWD),Loan (60m),31,2488.89,2197.55,291.33,67862.88
BYD Seal (Dynamic RWD),Loan (60m),32,2488.89,2206.69,282.2,65656.18
BYD Seal (Dynamic RWD),Loan (60m),33,2488.89,2215.87,273.02,63440.32
BYD Seal (Dynamic RWD),Loan (60m),34,2488.89,2225.08,263.81,61215.23
BYD Seal (Dynamic RWD),Loan (60m),35,2488.89,2234.34,254.55,58980.9
BYD Seal (Dynamic RWD),Loan (60m),36,2488.89,2243.63,245.26,56737.27
BYD Seal (Dynamic RWD),Loan (60m),37,2488.89,2252.96,235.93,54484.31
BYD Seal (Dynamic RWD),Loan (60m),38,2488.89,2262.32,226.56,52221.99
BYD Seal (Dynamic RWD),Loan (60m),39,2488.89,2271.73,217.16,49950.26
BYD Seal (Dynamic RWD),Loan (60m),40,2488.89,2281.18,207.71,47669.08
BYD Seal (Dynamic RWD),Loan (60m),41,2488.89,2290.66,198.22,45378.41
BYD Seal (Dynamic RWD),Loan (60m),42,2488.89,2300.19,188.7,43078.22
BYD Seal (Dynamic RWD),Loan (60m),43,2488.89,2309.76,179.13,40768.47
BYD Seal (Dynamic RWD),Loan (60m),44,2488.89,2319.36,169.53,38449.11
BYD Seal (Dynamic RWD),Loan (60m),45,2488.89,2329.0,159.88,36120.1
BYD Seal (Dynamic RWD),Loan (60m),46,2488.89,2338.69,150.2,33781.41
BYD Seal (Dynamic RWD),Loan (60m),47,2488.89,2348.41,140.47,31433.0
BYD Seal (Dynamic RWD),Loan (60m),48,2488.89,2358.18,130.71,29074.82
BYD Seal (Dynamic RWD),Loan (60m),49,2488.89,2367.99,120.9,26706.83
BYD Seal (Dynamic RWD),Loan (60m),50,2488.89,2377.83,111.06,24329.0
BYD Seal (Dynamic RWD),Loan (60m),51,2488.89,2387.72,101.17,21941.28
BYD Seal (Dynamic RWD),Loan (60m),52,2488.89,2397.65,91.24,19543.63
BYD Seal (Dynamic RWD),Loan (60m),53,2488.89,2407.62,81.27,17136.01
BYD Seal (Dynamic RWD),Loan (60m),54,2488.89,2417.63,71.26,14718.38
BYD Seal (Dynamic RWD),Loan (60m),55,2488.89,2427.68,61.2,12290.69
BYD Seal (Dynamic RWD),Loan (60m),56,2488.89,2437.78,51.11,9852.91
BYD Seal (Dynamic RWD),Loan (60m),57,2488.89,2447.92,40.97,7405.0
BYD Seal (Dynamic RWD),Loan (60m),58,2488.89,2458.1,30.79,4946.9
BYD Seal (Dynamic RWD),Loan (60m),59,2488.89,2468.32,20.57,2478.58
BYD Seal (Dynamic RWD),Loan (60m),60,2488.89,2478.58,10.31,0.0
BYD Seal (Dynamic RWD),Auto Flex (48m),1,2259.66,1711.09,548.57,130208.91
BYD Seal (Dynamic RWD),Auto Flex (48m),2,2259.66,1718.21,541.45,128490.7
BYD Seal (Dynamic RWD),Auto Flex (48m),3,2259.66,1725.35,534.31,126765.35
BYD Seal (Dynamic RWD),Auto Flex (48m),4,2259.66,1732.53,527.13,125032.83
BYD Seal (Dynamic RWD),Auto Flex (48m),5,2259.66,1739.73,519.93,123293.1
BYD Seal (Dynamic RWD),Auto Flex (48m),6,2259.66,1746.96,512.69,121546.13
BYD Seal (Dynamic RWD),Auto Flex (48m),7,2259.66,1754.23,505.43,119791.9
BYD Seal (Dynamic RWD),Auto Flex (48m),8,2259.66,1761.52,498.13,118030.38
BYD Seal (Dynamic RWD),Auto Flex (48m),9,2259.66,1768.85,490.81,116261.53
BYD Seal (Dynamic RWD),Auto Flex (48m),10,2259.66,1776.2,483.45,114485.33
BYD Seal (Dynamic RWD),Auto Flex (48m),11,2259.66,1783.59,476.07,112701.74
BYD Seal (Dynamic RWD),Auto Flex (48m),12,2259.66,1791.01,468.65,110910.73
BYD Seal (Dynamic RWD),Auto Flex (48m),13,2259.66,1798.45,461.2,109112.27
BYD Seal (Dynamic RWD),Auto Flex (48m),14,2259.66,1805.93,453.73,107306.34
BYD Seal (Dynamic RWD),Auto Flex (48m),15,2259.66,1813.44,446.22,105492.9
BYD Seal (Dynamic RWD),Auto Flex (48m),16,2259.66,1820.98,438.67,103671.92
BYD Seal (Dynamic RWD),Auto Flex (48m),17,2259.66,1828.56,431.1,101843.36
BYD Seal (Dynamic RWD),Auto Flex (48m),18,2259.66,1836.16,423.5,100007.2
BYD Seal (Dynamic RWD),Auto Flex (48m),19,2259.66,1843.79,415.86,98163.41
BYD Seal (Dynamic RWD),Auto Flex (48m),20,2259.66,1851.46,408.2,96311.94
BYD Seal (Dynamic RWD),Auto Flex (48m),21,2259.66,1859.16,400.5,94452.78
BYD Seal (Dynamic RWD),Auto Flex (48m),22,2259.66,1866.89,392.77,92585.89
BYD Seal (Dynamic RWD),Auto Flex (48m),23,2259.66,1874.66,385.0,90711.23
BYD Seal (Dynamic RWD),Auto Flex (48m),24,2259.66,1882.45,377.21,88828.78
BYD Seal (Dynamic RWD),Auto Flex (48m),25,2259.66,1890.28,369.38,86938.51
BYD Seal (Dynamic RWD),Auto Flex (48m),26,2259.66,1898.14,361.52,85040.37
BYD Seal (Dynamic RWD),Auto Flex (48m),27,2259.66,1906.03,353.63,83134.33
BYD Seal (Dynamic RWD),Auto Flex (48m),28,2259.66,1913.96,345.7,81220.38
BYD Seal (Dynamic RWD),Auto Flex (48m),29,2259.66,1921.92,337.74,79298.46
BYD Seal (Dynamic RWD),Auto Flex (48m),30,2259.66,1929.91,329.75,77368.55
BYD Seal (Dynamic RWD),Auto Flex (48m),31,2259.66,1937.93,321.72,75430.62
BYD Seal (Dynamic RWD),Auto Flex (48m),32,2259.66,1945.99,313.67,73484.62
BYD Seal (Dynamic RWD),Auto Flex (48m),33,2259.66,1954.08,305.57,71530.54
BYD Seal (Dynamic RWD),Auto Flex (48m),34,2259.66,1962.21,297.45,69568.33
BYD Seal (Dynamic RWD),Auto Flex (48m),35,2259.66,1970.37,289.29,67597.96
BYD Seal (Dynamic RWD),Auto Flex (48m),36,2259.66,1978.56,281.09,65619.4
BYD Seal (Dynamic RWD),Auto Flex (48m),37,2259.66,1986.79,272.87,63632.6
BYD Seal (Dynamic RWD),Auto Flex (48m),38,2259.66,1995.05,264.61,61637.55
BYD Seal (Dynamic RWD),Auto Flex (48m),39,2259.66,2003.35,256.31,59634.2
BYD Seal (Dynamic RWD),Auto Flex (48m),40,2259.66,2011.68,247.98,57622.52
BYD Seal (Dynamic RWD),Auto Flex (48m),41,2259.66,2020.04,239.61,55602.48
BYD Seal (Dynamic RWD),Auto Flex (48m),42,2259.66,2028.44,231.21,53574.03
BYD Seal (Dynamic RWD),Auto Flex (48m),43,2259.66,2036.88,222.78,51537.15
BYD Seal (Dynamic RWD),Auto Flex (48m),44,2259.66,2045.35,214.31,49491.81
BYD Seal (Dynamic RWD),Auto Flex (48m),45,2259.66,2053.85,205.8,47437.95
BYD Seal (Dynamic RWD),Auto Flex (48m),46,2259.66,2062.4,197.26,45375.55
BYD Seal (Dynamic RWD),Auto Flex (48m),47,2259.66,2070.97,188.69,43304.58
BYD Seal (Dynamic RWD),Auto Flex (48m),48,43484.66,2079.58,180.07,41225.0
BYD Seal (Premium RWD),Loan (60m),1,2715.29,2116.82,598.47,141803.18
BYD Seal (Premium RWD),Loan (60m),2,2715.29,2125.62,589.66,139677.55
BYD Seal (Premium RWD),Loan (60m),3,2715.29,2134.46,580.83,137543.09
BYD Seal (Premium RWD),Loan (60m),4,2715.29,2143.34,571.95,135399.75
BYD Seal (Premium RWD),Loan (60m),5,2715.29,2152.25,563.04,133247.5
BYD Seal (Premium RWD),Loan (60m),6,2715.29,2161.2,554.09,131086.3
BYD Seal (Premium RWD),Loan (60m),7,2715.29,2170.19,545.1,128916.11
BYD Seal (Premium RWD),Loan (60m),8,2715.29,2179.21,536.08,126736.9
BYD Seal (Premium RWD),Loan (60m),9,2715.29,2188.27,527.01,124548.63
BYD Seal (Premium RWD),Loan (60m),10,2715.29,2197.37,517.91,122351.25
BYD Seal (Premium RWD),Loan (60m),11,2715.29,2206.51,508.78,120144.74
BYD Seal (Premium RWD),Loan (60m),12,2715.29,2215.69,499.6,117929.05
BYD Seal (Premium RWD),Loan (60m),13,2715.29,2224.9,490.39,115704.15
BYD Seal (Premium RWD),Loan (60m),14,2715.29,2234.15,481.14,113470.0
BYD Seal (Premium RWD),Loan (60m),15,2715.29,2243.44,471.85,111226.56
BYD Seal (Premium RWD),Loan (60m),16,2715.29,2252.77,462.52,108973.79
BYD Seal (Premium RWD),Loan (60m),17,2715.29,2262.14,453.15,106711.65
BYD Seal (Premium RWD),Loan (60m),18,2715.29,2271.55,443.74,104440.1
BYD Seal (Premium RWD),Loan (60m),19,2715.29,2280.99,434.3,102159.11
BYD Seal (Premium RWD),Loan (60m),20,2715.29,2290.48,424.81,99868.63
BYD Seal (Premium RWD),Loan (60m),21,2715.29,2300.0,415.29,97568.63
BYD Seal (Premium RWD),Loan (60m),22,2715.29,2309.57,405.72,95259.07
BYD Seal (Premium RWD),Loan (60m),23,2715.29,2319.17,396.12,92939.9
BYD Seal (Premium RWD),Loan (60m),24,2715.29,2328.81,386.48,90611.08
BYD Seal (Premium RWD),Loan (60m),25,2715.29,2338.5,376.79,88272.59
BYD Seal (Premium RWD),Loan (60m),26,2715.29,2348.22,367.07,85924.36
BYD Seal (Premium RWD),Loan (60m),27,2715.29,2357.99,357.3,83566.38
BYD Seal (Premium RWD),Loan (60m),28,2715.29,2367.79,347.5,81198.59
BYD Seal (Premium RWD),Loan (60m),29,2715.29,2377.64,337.65,78820.95
BYD Seal (Premium RWD),Loan (60m),30,2715.29,2387.52,327.76,76433.42
BYD Seal (Premium RWD),Loan (60m),31,2715.29,2397.45,317.84,74035.97
BYD Seal (Premium RWD),Loan (60m),32,2715.29,2407.42,307.87,71628.55
BYD Seal (Premium RWD),Loan (60m),33,2715.29,2417.43,297.86,69211.11
BYD Seal (Premium RWD),Loan (60m),34,2715.29,2427.49,287.8,66783.63
BYD Seal (Premium RWD),Loan (60m),35,2715.29,2437.58,277.71,64346.05
BYD Seal (Premium RWD),Loan (60m),36,2715.29,2447.72,267.57,61898.33
BYD Seal (Premium RWD),Loan (60m),37,2715.29,2457.89,257.39,59440.44
BYD Seal (Premium RWD),Loan (60m),38,2715.29,2468.12,247.17,56972.32
BYD Seal (Premium RWD),Loan (60m),39,2715.29,2478.38,236.91,54493.94
BYD Seal (Premium RWD),Loan (60m),40,2715.29,2488.68,226.6,52005.26
BYD Seal (Premium RWD),Loan (60m),41,2715.29,2499.03,216.26,49506.22
BYD Seal (Premium RWD),Loan (60m),42,2715.29,2509.43,205.86,46996.8
BYD Seal (Premium RWD),Loan (60m),43,2715.29,2519.86,195.43,44476.94
BYD Seal (Premium RWD),Loan (60m),44,2715.29,2530.34,184.95,41946.6
BYD Seal (Premium RWD),Loan (60m),45,2715.29,2540.86,174.43,39405.74
BYD Seal (Premium RWD),Loan (60m),46,2715.29,2551.43,163.86,36854.31
BYD Seal (Premium RWD),Loan (60m),47,2715.29,2562.04,153.25,34292.28
BYD Seal (Premium RWD),Loan (60m),48,2715.29,2572.69,142.6,31719.59
BYD Seal (Premium RWD),Loan (60m),49,2715.29,2583.39,131.9,29136.2
BYD Seal (Premium RWD),Loan (60m),50,2715.29,2594.13,121.16,26542.07
BYD Seal (Premium RWD),Loan (60m),51,2715.29,2604.92,110.37,23937.15
BYD Seal (Premium RWD),Loan (60m),52,2715.29,2615.75,99.54,21321.4
BYD Seal (Premium RWD),Loan (60m),53,2715.29,2626.63,88.66,18694.77
BYD Seal (Premium RWD),Loan (60m),54,2715.29,2637.55,77.74,16057.22
BYD Seal (Premium RWD),Loan (60m),55,2715.29,2648.52,66.77,13408.71
BYD Seal (Premium RWD),Loan (60m),56,2715.29,2659.53,55.76,10749.18
BYD Seal (Premium RWD),Loan (60m),57,2715.29,2670.59,44.7,8078.59
BYD Seal (Premium RWD),Loan (60m),58,2715.29,2681.7,33.59,5396.89
BYD Seal (Premium RWD),Loan (60m),59,2715.29,2692.85,22.44,2704.04
BYD Seal (Premium RWD),Loan (60m),60,2715.29,2704.04,11.24,0.0
BYD Seal (Premium RWD),Auto Flex (48m),1,2465.21,1866.74,598.47,142053.26
BYD Seal (Premium RWD),Auto Flex (48m),2,2465.21,1874.5,590.7,140178.76
BYD Seal (Premium RWD),Auto Flex (48m),3,2465.21,1882.3,582.91,138296.46
BYD Seal (Premium RWD),Auto Flex (48m),4,2465.21,1890.12,575.08,136406.34
BYD Seal (Premium RWD),Auto Flex (48m),5,2465.21,1897.98,567.22,134508.36
BYD Seal (Premium RWD),Auto Flex (48m),6,2465.21,1905.88,559.33,132602.48
BYD Seal (Premium RWD),Auto Flex (48m),7,2465.21,1913.8,551.41,130688.68
BYD Seal (Premium RWD),Auto Flex (48m),8,2465.21,1921.76,543.45,128766.92
BYD Seal (Premium RWD),Auto Flex (48m),9,2465.21,1929.75,535.46,126837.17
BYD Seal (Premium RWD),Auto Flex (48m),10,2465.21,1937.78,527.43,124899.39
BYD Seal (Premium RWD),Auto Flex (48m),11,2465.21,1945.83,519.37,122953.56
BYD Seal (Premium RWD),Auto Flex (48m),12,2465.21,1953.92,511.28,120999.64
BYD Seal (Premium RWD),Auto Flex (48m),13,2465.21,1962.05,503.16,119037.59
BYD Seal (Premium RWD),Auto Flex (48m),14,2465.21,1970.21,495.0,117067.38
BYD Seal (Premium RWD),Auto Flex (48m),15,2465.21,1978.4,486.81,115088.98
BYD Seal (Premium RWD),Auto Flex (48m),16,2465.21,1986.63,478.58,113102.35
BYD Seal (Premium RWD),Auto Flex (48m),17,2465.21,1994.89,470.32,111107.46
BYD Seal (Premium RWD),Auto Flex (48m),18,2465.21,2003.18,462.02,109104.28
BYD Seal (Premium RWD),Auto Flex (48m),19,2465.21,2011.51,453.69,107092.76
BYD Seal (Premium RWD),Auto Flex (48m),20,2465.21,2019.88,445.33,105072.88
BYD Seal (Premium RWD),Auto Flex (48m),21,2465.21,2028.28,436.93,103044.61
BYD Seal (Premium RWD),Auto Flex (48m),22,2465.21,2036.71,428.49,101007.89
BYD Seal (Premium RWD),Auto Flex (48m),23,2465.21,2045.18,420.02,98962.71
BYD Seal (Premium RWD),Auto Flex (48m),24,2465.21,2053.69,411.52,96909.02
BYD Seal (Premium RWD),Auto Flex (48m),25,2465.21,2062.23,402.98,94846.8
BYD Seal (Premium RWD),Auto Flex (48m),26,2465.21,2070.8,394.4,92776.0
BYD Seal (Premium RWD),Auto Flex (48m),27,2465.21,2079.41,385.79,90696.58
BYD Seal (Premium RWD),Auto Flex (48m),28,2465.21,2088.06,377.15,88608.52
BYD Seal (Premium RWD),Auto Flex (48m),29,2465.21,2096.74,368.46,86511.78
BYD Seal (Premium RWD),Auto Flex (48m),30,2465.21,2105.46,359.74,84406.32
BYD Seal (Premium RWD),Auto Flex (48m),31,2465.21,2114.22,350.99,82292.1
BYD Seal (Premium RWD),Auto Flex (48m),32,2465.21,2123.01,342.2,80169.1
BYD Seal (Premium RWD),Auto Flex (48m),33,2465.21,2131.84,333.37,78037.26
BYD Seal (Premium RWD),Auto Flex (48m),34,2465.21,2140.7,324.5,75896.56
BYD Seal (Premium RWD),Auto Flex (48m),35,2465.21,2149.6,315.6,73746.95
BYD Seal (Premium RWD),Auto Flex (48m),36,2465.21,2158.54,306.66,71588.41
BYD Seal (Premium RWD),Auto Flex (48m),37,2465.21,2167.52,297.69,69420.89
BYD Seal (Premium RWD),Auto Flex (48m),38,2465.21,2176.53,288.68,67244.36
BYD Seal (Premium RWD),Auto Flex (48m),39,2465.21,2185.58,279.62,65058.78
BYD Seal (Premium RWD),Auto Flex (48m),40,2465.21,2194.67,270.54,62864.11
BYD Seal (Premium RWD),Auto Flex (48m),41,2465.21,2203.8,261.41,60660.32
BYD Seal (Premium RWD),Auto Flex (48m),42,2465.21,2212.96,252.25,58447.35
BYD Seal (Premium RWD),Auto Flex (48m),43,2465.21,2222.16,243.04,56225.19
BYD Seal (Premium RWD),Auto Flex (48m),44,2465.21,2231.4,233.8,53993.79
BYD Seal (Premium RWD),Auto Flex (48m),45,2465.21,2240.68,224.52,51753.11
BYD Seal (Premium RWD),Auto Flex (48m),46,2465.21,2250.0,215.21,49503.11
BYD Seal (Premium RWD),Auto Flex (48m),47,2465.21,2259.36,205.85,47243.75
BYD Seal (Premium RWD),Auto Flex (48m),48,47440.21,2268.75,196.46,44975.0
BYD Seal (Performance AWD),Loan (60m),1,2941.69,2293.32,648.37,153626.68
BYD Seal (Performance AWD),Loan (60m),2,2941.69,2302.86,638.83,151323.82
BYD Seal (Performance AWD),Loan (60m),3,2941.69,2312.43,629.25,149011.39
BYD Seal (Performance AWD),Loan (60m),4,2941.69,2322.05,619.64,146689.34
BYD Seal (Performance AWD),Loan (60m),5,2941.69,2331.71,609.98,144357.63
BYD Seal (Performance AWD),Loan (60m),6,2941.69,2341.4,600.29,142016.23
BYD Seal (Performance AWD),Loan (60m),7,2941.69,2351.14,590.55,139665.09
BYD Seal (Performance AWD),Loan (60m),8,2941.69,2360.91,580.77,137304.18
BYD Seal (Performance AWD),Loan (60m),9,2941.69,2370.73,570.96,134933.45
BYD Seal (Performance AWD),Loan (60m),10,2941.69,2380.59,561.1,132552.86
BYD Seal (Performance AWD),Loan (60m),11,2941.69,2390.49,551.2,130162.37
BYD Seal (Performance AWD),Loan (60m),12,2941.69,2400.43,541.26,127761.94
BYD Seal (Performance AWD),Loan (60m),13,2941.69,2410.41,531.28,125351.53
BYD Seal (Performance AWD),Loan (60m),14,2941.69,2420.44,521.25,122931.09
BYD Seal (Performance AWD),Loan (60m),15,2941.69,2430.5,511.19,120500.59
